gene	pvalue	HR	CI	nHighgroup	nLowgroup
AL683807.2	0.00432749687948442	3.53033414616866	95% CI: 0.72 - 17.29	6	42
AP000894.4	0.00434994894814311	2.78015374184304	95% CI: 1.35 - 5.74	24	24
PMP2	0.00437431977549496	0.369143987105587	95% CI: 0.18 - 0.77	24	24
PCMTD2	0.00437873349305984	2.71016572343654	95% CI: 1.3 - 5.65	24	24
RAMP1	0.00441387144873151	2.57266316229967	95% CI: 1.21 - 5.48	24	24
C6orf62	0.00443550122035485	2.6844348991994	95% CI: 1.29 - 5.59	24	24
IGSF8	0.00444894161082676	2.71781915518791	95% CI: 1.3 - 5.66	24	24
THAP10	0.0044505714110934	2.87313546815459	95% CI: 1.4 - 5.9	24	24
TCHH	0.00449677259369896	2.60763546863521	95% CI: 1.24 - 5.48	24	24
AC005332.4	0.00449814042671204	2.67189501653258	95% CI: 1.28 - 5.56	24	24
THRAP3	0.00452097146330666	2.75686678344364	95% CI: 1.34 - 5.69	24	24
MAGOH	0.00453823769913819	2.78737570734114	95% CI: 1.35 - 5.76	24	24
LTN1	0.00454011556227252	2.55717895319758	95% CI: 1.2 - 5.45	24	24
AC226101.1	0.00454981384666331	3.48789764167854	95% CI: 0.72 - 16.93	6	42
ZNF398	0.00456825066553812	2.77180390747108	95% CI: 1.34 - 5.72	24	24
SLC2A4RG	0.00458818921065973	2.74669452921556	95% CI: 1.33 - 5.67	24	24
DENND2D	0.00460443157788193	2.52166325636952	95% CI: 1.16 - 5.46	24	24
ITGB2-AS1	0.00464023481960207	2.71154489681587	95% CI: 1.3 - 5.65	24	24
LSM10	0.00465256585515439	2.61495577078121	95% CI: 1.24 - 5.5	24	24
LINC01890	0.00465277523745511	4.5174676014448	95% CI: 0.44 - 46.79	3	45
GXYLT1	0.00467269246562929	2.66682553535021	95% CI: 1.28 - 5.55	24	24
ZNF628	0.00468752564189234	2.71577503318896	95% CI: 1.3 - 5.66	24	24
PYGO2	0.00470775603317331	2.68509639657541	95% CI: 1.29 - 5.59	24	24
BBC3	0.00472251162517823	2.75104384141313	95% CI: 1.33 - 5.68	24	24
ALMS1	0.00483081442101296	2.70061415206832	95% CI: 1.3 - 5.62	24	24
TMEM191B	0.00487523976234827	2.75785224632019	95% CI: 1.34 - 5.69	24	24
VPS18	0.00490651366191985	2.59716909741476	95% CI: 1.24 - 5.46	24	24
ZNF226	0.00491842634881445	2.63054639755849	95% CI: 1.25 - 5.54	24	24
RLN3	0.0049241964914033	3.86915725905705	95% CI: 0.6 - 25	4	44
LINC02001	0.0049258915970416	2.7507702312407	95% CI: 1.33 - 5.68	24	24
CNEP1R1	0.00495275914223758	2.67755106197641	95% CI: 1.29 - 5.57	24	24
AC006482.1	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
AC010266.1	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
AC011507.1	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
AC015468.4	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
AC017007.5	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
AC018464.1	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
AC034234.1	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
AC062020.1	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
AC084291.1	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
AC090607.5	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
AC092435.2	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
AC103808.1	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
AC105389.1	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
AC105393.1	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
AC108037.1	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
AC109462.1	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
AC113145.1	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
AC116903.1	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
AC133555.3	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
AC140481.1	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
AL049794.2	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
AL133481.3	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
AL162464.2	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
AL356019.1	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
AL360089.1	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
AL392023.1	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
AL450469.1	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
AP003063.2	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
APOBEC3B-AS1	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
DEFB123	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
EFCAB3	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
FGF6	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
GPR50-AS1	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
IFNA8	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
LINC00293	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
LINC01755	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
LINC01904	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
LINC02046	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
LINC02070	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
MAGEB5	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
NANOGNB	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
NMS	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
OR10A3	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
OR11A1	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
OR14I1	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
OR14J1	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
OR52B2	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
OR5V1	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
OR7G1	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
PRM3	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
ROPN1L-AS1	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
Z82196.1	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
ZCCHC13	0.00496648133743971	9.63860277653381	95% CI: 0.02 - 3904.28	1	47
OSCAR	0.00498388152487028	2.56595525262307	95% CI: 1.22 - 5.39	24	24
PRIMA1	0.00502804079788521	0.37728996027615	95% CI: 0.18 - 0.78	24	24
AC139795.2	0.00504825389723007	2.66304746536207	95% CI: 1.28 - 5.54	24	24
POLH-AS1	0.0050571128012783	2.8113134238486	95% CI: 1.37 - 5.77	24	24
ZNF217	0.00513611409318182	2.6670763114784	95% CI: 1.28 - 5.55	24	24
ZNF146	0.00515459417864617	2.74529425925841	95% CI: 1.33 - 5.67	24	24
AL357033.4	0.00515531024057225	2.63617828606318	95% CI: 1.25 - 5.55	24	24
NXNL2	0.00516499002778448	2.81424413651802	95% CI: 1.37 - 5.77	24	24
ODF4	0.00517615099864932	4.43419104166501	95% CI: 0.44 - 44.99	3	45
ZNF680	0.00517963868428917	2.74398864015236	95% CI: 1.33 - 5.66	24	24
AL691432.2	0.00519178839480883	2.63616427642964	95% CI: 1.25 - 5.55	24	24
TMEM143	0.00519646769366355	2.63894479615052	95% CI: 1.27 - 5.49	24	24
XRCC1	0.00520557821114387	2.67764597939206	95% CI: 1.29 - 5.57	24	24
SEMA3A	0.00522136154517083	2.60060904188653	95% CI: 1.25 - 5.4	24	24
SHISA5	0.0052246183738921	2.73898665958643	95% CI: 1.33 - 5.65	24	24
CHMP6	0.00524986812135198	2.65289404359779	95% CI: 1.28 - 5.52	24	24
ZNF747	0.00526002063379971	2.66504588145472	95% CI: 1.28 - 5.54	24	24
GPS1	0.00526286707696833	2.64653364337017	95% CI: 1.27 - 5.5	24	24
CTPS2	0.0052686032598358	2.66663279540441	95% CI: 1.28 - 5.55	24	24
LINC01806	0.00532580913345093	2.59707736972016	95% CI: 1.24 - 5.46	24	24
RAB4B	0.00533492369416078	2.67265578254777	95% CI: 1.28 - 5.56	24	24
LGALS9C	0.00535706430796412	2.64110854548326	95% CI: 1.27 - 5.49	24	24
AC097641.2	0.00544320549841948	2.54366714849522	95% CI: 1.19 - 5.42	24	24
GFAP	0.00544817656162733	0.386195786855213	95% CI: 0.18 - 0.81	24	24
TMEM8B	0.00544821258135053	2.60103878869264	95% CI: 1.25 - 5.4	24	24
CCNE1	0.00546338863031382	2.78021279074799	95% CI: 1.36 - 5.7	24	24
OSTN	0.00546703209236576	2.54828351882365	95% CI: 1.15 - 5.65	18	30
SCAF1	0.00546749316872341	2.63210882987659	95% CI: 1.27 - 5.47	24	24
AGK	0.00550107164904767	2.70900585780064	95% CI: 1.31 - 5.59	24	24
P4HTM	0.00551344011933375	2.81552155546934	95% CI: 1.37 - 5.78	24	24
ZMYM1	0.00551518062565626	2.67171111877333	95% CI: 1.3 - 5.51	24	24
MSH6	0.00556211155530917	2.65656985056501	95% CI: 1.28 - 5.53	24	24
AC106738.1	0.00557628327822357	3.80004226647333	95% CI: 0.6 - 24.18	4	44
CAPN10-DT	0.00559071708508085	2.61945932337132	95% CI: 1.26 - 5.44	24	24
AC009948.1	0.00559698971314115	2.62481945254708	95% CI: 1.26 - 5.45	24	24
AC133565.1	0.0056387735932355	5.63888116736561	95% CI: 0.23 - 141.09	2	46
LINC01905	0.0056387735932355	5.63888116736561	95% CI: 0.23 - 141.09	2	46
LINC02117	0.0056387735932355	5.63888116736561	95% CI: 0.23 - 141.09	2	46
RETREG3	0.00565956796594203	2.6344859828439	95% CI: 1.27 - 5.48	24	24
PIWIL3	0.00566273768152659	3.16005846343313	95% CI: 0.8 - 12.47	7	41
DCUN1D1	0.0056682166488492	2.62705463587812	95% CI: 1.26 - 5.46	24	24
BRWD1	0.00566863923106287	2.50759951324598	95% CI: 1.18 - 5.33	24	24
CEP192	0.00567708268043965	2.62459875696028	95% CI: 1.26 - 5.45	24	24
TNRC6A	0.00568447906965153	2.48902478411211	95% CI: 1.17 - 5.29	24	24
IGHEP2	0.00569921497647152	0.348635490946221	95% CI: 0.17 - 0.71	19	29
PROCA1	0.00571240071115087	2.65442785513099	95% CI: 1.28 - 5.52	24	24
TRIP12	0.00573394299531016	2.54928319387036	95% CI: 1.22 - 5.35	24	24
AL020998.1	0.00574899388468608	2.97248324040372	95% CI: 0.87 - 10.2	8	40
PIAS1	0.00578382214470896	2.70518950106568	95% CI: 1.31 - 5.58	24	24
ZNF160	0.00578974779734998	2.65867365266046	95% CI: 1.29 - 5.48	24	24
NECAP2	0.00584249630058853	2.57273108622163	95% CI: 1.23 - 5.4	24	24
ASPA	0.00591536205081122	0.388660133473098	95% CI: 0.19 - 0.82	24	24
AC073389.1	0.00592658912828603	2.54539163374007	95% CI: 1.21 - 5.34	24	24
AC109466.1	0.0059420089148623	3.13863483267707	95% CI: 0.8 - 12.34	6	42
TPRKB	0.00598990760660878	2.62513597490521	95% CI: 1.26 - 5.46	24	24
PTPN18	0.00599820759352254	2.61030457290495	95% CI: 1.26 - 5.42	24	24
AL391244.3	0.00600561721810977	2.61200869443315	95% CI: 1.26 - 5.43	24	24
VANGL2	0.00601469496030871	2.54091110123563	95% CI: 1.21 - 5.33	24	24
KRT10	0.00603365111572585	2.57144538311884	95% CI: 1.22 - 5.4	24	24
WDR89	0.00604711362356125	2.62636165829932	95% CI: 1.26 - 5.46	24	24
YPEL3	0.00608593814755998	2.53749854817383	95% CI: 1.19 - 5.4	24	24
IRF3	0.00612474901905646	2.5772116894903	95% CI: 1.23 - 5.41	24	24
BTBD2	0.00612603143771417	2.6097412989928	95% CI: 1.26 - 5.42	24	24
LINC00667	0.00612676430878423	2.63640763923377	95% CI: 1.27 - 5.48	24	24
EQTN	0.00614826186571926	0.336380002981176	95% CI: 0.16 - 0.69	19	29
ZNF223	0.0061509022348839	2.51398023321461	95% CI: 1.2 - 5.27	24	24
MAP4K2	0.00617752052271792	2.52268851807866	95% CI: 1.19 - 5.37	24	24
AC006581.1	0.00621747309812515	3.37724339495918	95% CI: 0.71 - 16.03	5	43
OBSCN-AS1	0.00626042315561159	2.42052065345232	95% CI: 1.12 - 5.21	24	24
LINC01268	0.00627124497682496	2.5584612979136	95% CI: 1.23 - 5.31	24	24
C8orf87	0.00634186793592007	0	95% CI: 0 - 0	6	42
ZBTB44	0.0063545132554188	2.52374222787338	95% CI: 1.2 - 5.29	24	24
CCR5	0.00636180594452152	2.61087606821059	95% CI: 1.26 - 5.42	24	24
LGALS8	0.00636975485736835	2.54596031468674	95% CI: 1.21 - 5.34	24	24
DZIP3	0.00638047881638859	2.66716955531734	95% CI: 1.29 - 5.5	24	24
TMEM216	0.0064172362916104	2.61331181039833	95% CI: 1.26 - 5.43	24	24
AC021439.1	0.00642407904351994	4.31902964779667	95% CI: 0.44 - 42.58	3	45
MXD3	0.00646990047996121	2.62341067775239	95% CI: 1.27 - 5.4	24	24
NPB	0.00648015901288057	2.78538267975476	95% CI: 0.91 - 8.53	9	39
AL139420.2	0.00652103128542281	2.96185018077135	95% CI: 0.86 - 10.14	7	41
PLSCR2	0.00660997314359335	2.57116540790789	95% CI: 1.24 - 5.33	24	24
BBS4	0.00662201700771981	2.53891145780496	95% CI: 1.22 - 5.26	24	24
ULBP2	0.00662551072906514	2.54594683118193	95% CI: 1.23 - 5.28	24	24
IMP3	0.00663365438118568	2.60650418149669	95% CI: 1.25 - 5.41	24	24
SCN5A	0.00663469444234854	2.62218293116291	95% CI: 1.27 - 5.4	24	24
OCIAD1-AS1	0.00663640347104089	2.67645431884314	95% CI: 1.3 - 5.52	24	24
UPF3B	0.00664735311883513	2.59163359049981	95% CI: 1.25 - 5.38	24	24
CCNQ	0.00665766371799037	2.59247863289829	95% CI: 1.25 - 5.38	24	24
AC135803.1	0.00667782132499872	2.50326240297567	95% CI: 1.2 - 5.24	24	24
ASH1L-AS1	0.00671430708123211	2.60816110183518	95% CI: 1.26 - 5.42	24	24
BCKDHA	0.00672409624089099	2.61618948533213	95% CI: 1.26 - 5.44	24	24
MED23	0.00674707630338089	2.52990155897666	95% CI: 1.21 - 5.3	24	24
ELMOD3	0.00677750815332223	2.43418731823397	95% CI: 1.15 - 5.16	24	24
MYO7A	0.00678376604791364	2.48251168832191	95% CI: 1.19 - 5.2	24	24
LSM14A	0.00684698022917618	2.67299488552584	95% CI: 1.3 - 5.51	24	24
CSDE1	0.00687733153794501	2.49942793538411	95% CI: 1.19 - 5.23	24	24
FMR1	0.00689834649487831	2.5404160989227	95% CI: 1.21 - 5.33	24	24
IFIT1	0.00695266486774904	2.55031495712357	95% CI: 1.23 - 5.29	24	24
AURKB	0.0069550988238255	2.64718693489033	95% CI: 1.29 - 5.45	24	24
ARAP1	0.0069574585653317	2.6001125906192	95% CI: 1.25 - 5.4	24	24
AC013762.1	0.0070188461542946	5.41894105852181	95% CI: 0.23 - 127.46	2	46
CRYGC	0.0070188461542946	5.41894105852181	95% CI: 0.23 - 127.46	2	46
GALNTL5	0.0070188461542946	5.41894105852181	95% CI: 0.23 - 127.46	2	46
KRTAP5-6	0.0070188461542946	5.41894105852181	95% CI: 0.23 - 127.46	2	46
LINC00160	0.0070188461542946	5.41894105852181	95% CI: 0.23 - 127.46	2	46
UCK1	0.00712899460322547	2.540089525096	95% CI: 1.21 - 5.33	24	24
U2SURP	0.00720951939122017	2.57627974721265	95% CI: 1.24 - 5.35	24	24
PFKL	0.00724348528589003	2.56678350234448	95% CI: 1.24 - 5.33	24	24
ARSG	0.0072666559976019	2.44975984374059	95% CI: 1.17 - 5.12	24	24
AC131157.1	0.00731651106134468	5.3833184628299	95% CI: 0.23 - 125.34	3	45
NUMA1	0.00732907127353832	2.44940445094048	95% CI: 1.16 - 5.19	24	24
MBL2	0.00733449199402803	3.2977694824951	95% CI: 0.71 - 15.4	6	42
PATJ	0.0073628534176714	2.55463148414855	95% CI: 1.23 - 5.3	24	24
DNAJB14	0.00743258716855155	2.4039270112692	95% CI: 1.12 - 5.17	24	24
OSBPL7	0.00748852426104718	2.55145274367696	95% CI: 1.23 - 5.29	24	24
LGI4	0.00749670774475442	0.398023433443849	95% CI: 0.19 - 0.83	24	24
SPANXA2-OT1	0.00753002892964505	0.237037638404955	95% CI: 0.11 - 0.51	11	37
ZNF720	0.00753710709373356	2.551500609948	95% CI: 1.23 - 5.29	24	24
FLOT2	0.0075716784268568	2.63723718476823	95% CI: 1.28 - 5.43	24	24
CEP290	0.00757903108465929	2.54392811247616	95% CI: 1.23 - 5.27	24	24
LINP1	0.0075791601365679	2.55708278278632	95% CI: 1.23 - 5.3	24	24
ZKSCAN2	0.00758772115144768	2.55503261581291	95% CI: 1.23 - 5.3	24	24
RSF1	0.00762986139003241	2.48126990254285	95% CI: 1.19 - 5.19	24	24
ZNF641	0.00763221709632134	2.50059043822873	95% CI: 1.19 - 5.24	24	24
EFNA2	0.00766563533712827	2.54097017043753	95% CI: 1.23 - 5.27	24	24
LIN7C	0.00769389186130143	2.6919115022668	95% CI: 1.31 - 5.52	24	24
HAL	0.00774742048614141	2.4608811752453	95% CI: 1.16 - 5.22	24	24
LNP1	0.00777442930655747	0.390296632460472	95% CI: 0.19 - 0.81	24	24
THUMPD3-AS1	0.00779390622007758	2.50270797734425	95% CI: 1.19 - 5.24	24	24
ZNF155	0.00779597937343413	2.5201097846539	95% CI: 1.22 - 5.22	24	24
ZNF766	0.00779598500519585	2.41878954625431	95% CI: 1.14 - 5.12	24	24
USF2	0.00782897062741417	2.51461606491389	95% CI: 1.2 - 5.27	24	24
LINC00672	0.00783054932236094	2.56638749424281	95% CI: 1.24 - 5.32	24	24
NUB1	0.00785272896601974	2.62770300933875	95% CI: 1.28 - 5.41	24	24
MAPKAPK3	0.00791065325454421	2.55332951116699	95% CI: 1.23 - 5.3	24	24
AC026979.3	0.00792897980641139	2.50415854911817	95% CI: 1.2 - 5.24	24	24
KRCC1	0.00794542053386349	2.62228906971892	95% CI: 1.27 - 5.4	24	24
INTS4	0.00794694005179708	2.55763160910682	95% CI: 1.23 - 5.3	24	24
SAP30	0.00797148293447403	0.401458506471238	95% CI: 0.19 - 0.84	24	24
ZRANB2	0.00799045331554726	2.50461989327229	95% CI: 1.2 - 5.25	24	24
MUC5AC	0.0079905926032865	2.45329166078887	95% CI: 1.17 - 5.13	24	24
ZNF195	0.00800458169172613	2.62012452563098	95% CI: 1.27 - 5.39	24	24
RABGAP1L	0.00804741669618481	2.62321003921069	95% CI: 1.27 - 5.4	24	24
ZNF362	0.00805150420113721	2.42190796727987	95% CI: 1.16 - 5.06	24	24
AC083880.1	0.00808564688513613	2.59301173198117	95% CI: 1.26 - 5.34	24	24
ABCF3	0.00813264022984683	2.55144736132613	95% CI: 1.23 - 5.29	24	24
XAGE2	0.00815096081081557	4.201458626443	95% CI: 0.44 - 40.21	3	45
NKILA	0.00818803603618235	2.61343931247405	95% CI: 1.27 - 5.38	24	24
ZNF644	0.00822327228234276	2.5480209641778	95% CI: 1.23 - 5.28	24	24
GSTK1	0.00824478632560921	2.59860773876326	95% CI: 1.26 - 5.35	24	24
ZNHIT6	0.00824639445794062	2.51997734653909	95% CI: 1.22 - 5.22	24	24
ZNF138	0.00824948965309391	2.53759109753796	95% CI: 1.22 - 5.26	24	24
TRGV2	0.00826594929551305	2.41351695741271	95% CI: 1.14 - 5.11	24	24
STMN1	0.00830941555504783	2.60169754460208	95% CI: 1.26 - 5.36	24	24
TRPM7	0.00832413433452084	2.54634192879295	95% CI: 1.23 - 5.28	24	24
AL121787.1	0.00833892832712291	2.59284943695059	95% CI: 0.98 - 6.85	12	36
CLEC1A	0.0083663541600808	0.405240418116261	95% CI: 0.19 - 0.85	24	24
LINC00847	0.00839611353693237	2.39570549527716	95% CI: 1.13 - 5.07	24	24
ZNF518A	0.00844294792559386	2.58206443482068	95% CI: 1.25 - 5.31	24	24
ZNF611	0.00845801955384806	2.39234458867343	95% CI: 1.13 - 5.06	24	24
AP001160.3	0.00848544293823128	2.53985262499719	95% CI: 1.23 - 5.27	24	24
ERV3-1	0.00848619764245551	2.45507465400719	95% CI: 1.17 - 5.13	24	24
PPP4R1	0.00853876218079985	2.53239006842179	95% CI: 1.22 - 5.25	24	24
AC146944.4	0.00854460078482133	2.4902981553148	95% CI: 1.19 - 5.21	24	24
TBC1D31	0.00856375328674131	2.50987671374105	95% CI: 1.21 - 5.2	24	24
TRIM24	0.0085867496298575	2.51905213834935	95% CI: 1.22 - 5.22	24	24
GAGE10	0.00858712985054277	2.80818280482954	95% CI: 0.84 - 9.37	9	39
H1FX	0.00865891202891633	2.50713806486139	95% CI: 1.21 - 5.19	24	24
NARF	0.00866041394643391	2.51552033574797	95% CI: 1.21 - 5.21	24	24
LHX2	0.0086647452953027	2.39944289838418	95% CI: 1.13 - 5.07	24	24
RTP2	0.0086670168318268	3.21111833269714	95% CI: 0.7 - 14.73	5	43
C5orf46	0.00868092197674353	2.39361570836412	95% CI: 1.13 - 5.06	24	24
AL020996.1	0.00875154990276872	2.47742953964529	95% CI: 1.18 - 5.18	24	24
AC012074.1	0.00876445027093031	2.43709577860993	95% CI: 1.15 - 5.16	24	24
EHD1	0.00876900185956497	2.4884544522445	95% CI: 1.19 - 5.21	24	24
A1BG	0.00877972667554805	2.47420716500992	95% CI: 1.18 - 5.18	24	24
PURB	0.00878211637647608	2.54068216360407	95% CI: 1.23 - 5.27	24	24
AC004854.2	0.00882375494549581	2.45924351687081	95% CI: 1.18 - 5.14	24	24
NCK1	0.00883639199105013	2.5715092376121	95% CI: 1.25 - 5.29	24	24
XRN1	0.00887483540662981	2.47526275508476	95% CI: 1.18 - 5.18	24	24
PPP1R21	0.0088780807188712	2.52893389630265	95% CI: 1.22 - 5.24	24	24
ARHGAP27	0.0088796985162144	2.46692925320486	95% CI: 1.19 - 5.1	24	24
DUS4L	0.00893219210792406	2.51783154536434	95% CI: 1.22 - 5.22	24	24
LMNB1	0.00904165018667791	2.50444169603032	95% CI: 1.21 - 5.19	24	24
TRDJ2	0.00905313271587538	4.08693762344564	95% CI: 0.44 - 37.98	3	45
GIPR	0.00906026306152319	2.42986418356138	95% CI: 1.16 - 5.08	24	24
FAM200A	0.00907093081711197	2.52575954683568	95% CI: 1.22 - 5.23	24	24
WDR60	0.00907507468056423	2.53347048473158	95% CI: 1.22 - 5.25	24	24
SHROOM2	0.00910650665950541	2.42021622126194	95% CI: 1.16 - 5.05	24	24
AC013472.2	0.00911992893815028	5.2122169878609	95% CI: 0.24 - 115.55	2	46
AL109827.1	0.00911992893815028	5.2122169878609	95% CI: 0.24 - 115.55	2	46
AP006285.1	0.00911992893815028	5.2122169878609	95% CI: 0.24 - 115.55	2	46
LINC01309	0.00911992893815028	5.2122169878609	95% CI: 0.24 - 115.55	2	46
LINC02225	0.00911992893815028	5.2122169878609	95% CI: 0.24 - 115.55	2	46
IFI44	0.00919516343730553	2.55080589149142	95% CI: 1.24 - 5.25	24	24
RNF31	0.00924635173206589	2.3517263814844	95% CI: 1.1 - 5.04	24	24
CBX5	0.00926979987691834	2.4678937054891	95% CI: 1.18 - 5.16	24	24
DBP	0.00927711410168386	2.4548729859175	95% CI: 1.17 - 5.13	24	24
ZSWIM9	0.00929219129579484	2.44395098783113	95% CI: 1.17 - 5.11	24	24
PAAF1	0.00931585737976304	2.55095957071631	95% CI: 1.24 - 5.25	24	24
DIS3L	0.00931787429714326	2.4238743103297	95% CI: 1.16 - 5.06	24	24
NFKBIE	0.00932786179847012	2.46078004464634	95% CI: 1.18 - 5.15	24	24
TINCR	0.00938295133394373	2.42515031298119	95% CI: 1.16 - 5.06	24	24
GCC1	0.00938384084021926	2.51243525618376	95% CI: 1.21 - 5.2	24	24
ZDHHC8	0.00941655031930655	2.57229616939887	95% CI: 1.25 - 5.29	24	24
ZNF281	0.00942756051056537	2.34699512919302	95% CI: 1.09 - 5.03	24	24
AL138826.1	0.00944094321633992	2.43810406689037	95% CI: 1.08 - 5.49	18	30
MYL12A	0.00945224381561383	2.51023981329016	95% CI: 1.21 - 5.2	24	24
LINC00305	0.00945397254194769	2.95012855922778	95% CI: 0.78 - 11.19	6	42
ZCCHC8	0.00946007213400146	2.50697757910692	95% CI: 1.21 - 5.19	24	24
FUT11	0.00946485862895175	2.39279435335724	95% CI: 1.15 - 4.99	24	24
ZNF32	0.00950746918779732	2.43342092480474	95% CI: 1.16 - 5.08	24	24
CYP4A22	0.00951469023746743	2.48471536566689	95% CI: 1 - 6.2	14	34
KRTAP2-2	0.00951950225986753	4.09239634914332	95% CI: 0.44 - 38.08	3	45
F13B	0.00954031337714101	2.79456734417362	95% CI: 0.84 - 9.3	10	38
WHAMM	0.00954756998664519	2.56998485350906	95% CI: 1.25 - 5.29	24	24
ZNF665	0.0095480065450072	2.35993520962544	95% CI: 1.12 - 4.98	24	24
TFAP2C	0.00955665686830875	2.54537220107911	95% CI: 1.24 - 5.23	24	24
ACAP2	0.00956231346514247	2.45842252206673	95% CI: 1.18 - 5.14	24	24
AC092903.2	0.00957700809808459	2.56822120043953	95% CI: 1.25 - 5.28	24	24
ZNF148	0.00958431479683064	2.50560386134407	95% CI: 1.21 - 5.19	24	24
FSTL5	0.0095875878093199	0.368305279546381	95% CI: 0.18 - 0.75	21	27
PNLIPRP3	0.00970297440473722	3.14998349200556	95% CI: 0.7 - 14.26	6	42
CABLES2	0.00972014915990693	2.54682522151386	95% CI: 1.24 - 5.24	24	24
IPP	0.00973343176709518	2.43721328160111	95% CI: 1.18 - 5.04	24	24
AC009163.7	0.00979912269400962	2.5445078890427	95% CI: 1.24 - 5.23	24	24
SAMD1	0.0098191179528736	2.54511122388507	95% CI: 1.24 - 5.23	24	24
CHST14	0.00987734742703461	2.38874448819337	95% CI: 1.15 - 4.98	24	24
